30/03/2022 16:25:12: File Created!
30/03/2022 16:25:12:529, robot_pos_w_timestamp, 1648650226675, 565.82, 284.51, 204.27, 2.3, 0.05, 3.02, tool_force, -0.09, 0.12, 0.4, actual_rep, 1, curr_step, 1, track_size, 81, robot_vel, 0.0, joints_pos, 42.05, 54.13, -24.37, -79.0, 26.91, 44.95, 57.85, tool_torque, 0.209, -0.334, 0.326, tool_momentum, 0.208, -0.334, 0.326, robot_mode, normal, 
30/03/2022 16:25:12:617, robot_pos_w_timestamp, 1648650226797, 565.84, 284.52, 204.29, 2.3, 0.05, 3.02, tool_force, -0.05, 0.09, 0.36, actual_rep, 1, curr_step, 1, track_size, 81, robot_vel, 0.0, joints_pos, 42.05, 54.13, -24.37, -79.0, 26.91, 44.95, 57.85, tool_torque, 0.199, -0.344, 0.329, tool_momentum, 0.198, -0.342, 0.328, robot_mode, normal, 
30/03/2022 16:25:12:774, robot_pos_w_timestamp, 1648650226947, 566.95, 282.05, 204.46, 2.3, 0.05, 3.02, tool_force, 0.93, -0.02, 0.2, actual_rep, 1, curr_step, 2, track_size, 81, robot_vel, 30.03, joints_pos, 42.0, 54.16, -24.65, -79.04, 26.87, 44.93, 57.96, tool_torque, 0.124, -0.25, 0.17, tool_momentum, 0.111, -0.233, 0.17, robot_mode, normal, 
30/03/2022 16:25:12:924, robot_pos_w_timestamp, 1648650227098, 568.81, 276.22, 204.47, 2.29, 0.05, 3.02, tool_force, 0.42, 0.27, 0.36, actual_rep, 1, curr_step, 3, track_size, 81, robot_vel, 43.35, joints_pos, 41.76, 54.16, -25.0, -79.21, 26.9, 44.91, 58.03, tool_torque, 0.199, -0.253, 0.102, tool_momentum, 0.196, -0.248, 0.1, robot_mode, normal, 
30/03/2022 16:25:13:266, robot_pos_w_timestamp, 1648650227395, 571.94, 264.6, 204.48, 2.27, 0.06, 3.03, tool_force, 0.85, 0.29, 1.08, actual_rep, 1, curr_step, 4, track_size, 81, robot_vel, 39.13, joints_pos, 41.44, 54.16, -25.89, -79.62, 26.91, 44.85, 58.33, tool_torque, 0.201, -0.115, 0.057, tool_momentum, 0.191, -0.112, 0.057, robot_mode, normal, 
30/03/2022 16:25:13:473, robot_pos_w_timestamp, 1648650227547, 573.65, 258.64, 204.31, 2.25, 0.07, 3.03, tool_force, 0.43, 0.08, 0.49, actual_rep, 1, curr_step, 4, track_size, 81, robot_vel, 43.07, joints_pos, 41.26, 54.2, -26.35, -79.8, 26.93, 44.82, 58.47, tool_torque, 0.179, -0.162, 0.064, tool_momentum, 0.178, -0.152, 0.063, robot_mode, normal, 
30/03/2022 16:25:13:767, robot_pos_w_timestamp, 1648650227847, 576.39, 246.96, 204.39, 2.23, 0.08, 3.04, tool_force, 0.4, 0.0, 0.53, actual_rep, 1, curr_step, 5, track_size, 81, robot_vel, 39.42, joints_pos, 40.89, 54.22, -27.2, -80.2, 26.95, 44.83, 58.72, tool_torque, 0.146, -0.191, 0.042, tool_momentum, 0.142, -0.18, 0.04, robot_mode, normal, 
30/03/2022 16:25:13:970, robot_pos_w_timestamp, 1648650227996, 577.76, 241.16, 204.35, 2.22, 0.08, 3.04, tool_force, 0.63, -0.2, 0.51, actual_rep, 1, curr_step, 6, track_size, 81, robot_vel, 38.88, joints_pos, 40.71, 54.24, -27.62, -80.38, 26.98, 44.83, 58.83, tool_torque, 0.137, -0.191, 0.053, tool_momentum, 0.135, -0.188, 0.053, robot_mode, normal, 
30/03/2022 16:25:14:037, robot_pos_w_timestamp, 1648650228146, 579.05, 235.38, 204.51, 2.21, 0.09, 3.04, tool_force, 0.52, 0.44, 0.56, actual_rep, 1, curr_step, 6, track_size, 81, robot_vel, 39.96, joints_pos, 40.52, 54.24, -28.04, -80.58, 27.01, 44.83, 58.9, tool_torque, 0.204, -0.265, 0.034, tool_momentum, 0.206, -0.272, 0.036, robot_mode, normal, 
30/03/2022 16:25:14:272, robot_pos_w_timestamp, 1648650228293, 580.33, 229.59, 204.65, 2.2, 0.09, 3.04, tool_force, 0.04, 0.47, 0.44, actual_rep, 1, curr_step, 6, track_size, 81, robot_vel, 38.5, joints_pos, 40.29, 54.25, -28.44, -80.76, 27.02, 44.83, 58.98, tool_torque, 0.149, -0.275, -0.016, tool_momentum, 0.153, -0.265, -0.016, robot_mode, normal, 
30/03/2022 16:25:14:310, robot_pos_w_timestamp, 1648650228443, 581.7, 223.83, 204.84, 2.19, 0.1, 3.05, tool_force, -0.07, 1.07, 0.63, actual_rep, 1, curr_step, 7, track_size, 81, robot_vel, 40.12, joints_pos, 40.07, 54.26, -28.8, -80.9, 27.05, 44.86, 58.99, tool_torque, 0.115, -0.305, -0.023, tool_momentum, 0.118, -0.31, -0.023, robot_mode, normal, 
30/03/2022 16:25:14:595, robot_pos_w_timestamp, 1648650228746, 584.74, 212.47, 205.43, 2.17, 0.11, 3.05, tool_force, -0.67, 1.93, 1.22, actual_rep, 1, curr_step, 8, track_size, 81, robot_vel, 35.92, joints_pos, 39.57, 54.29, -29.5, -81.12, 27.07, 44.86, 59.0, tool_torque, 0.117, -0.249, -0.079, tool_momentum, 0.113, -0.258, -0.08, robot_mode, impedance, 
30/03/2022 16:25:14:851, robot_pos_w_timestamp, 1648650228893, 587.17, 207.1, 205.76, 2.17, 0.11, 3.05, tool_force, -2.03, 3.29, 2.02, actual_rep, 1, curr_step, 8, track_size, 81, robot_vel, 39.85, joints_pos, 39.29, 54.41, -29.87, -81.04, 27.06, 44.88, 59.0, tool_torque, 0.042, -0.211, -0.219, tool_momentum, 0.041, -0.212, -0.221, robot_mode, impedance, 
30/03/2022 16:25:14:989, robot_pos_w_timestamp, 1648650229042, 590.94, 201.2, 206.22, 2.16, 0.12, 3.05, tool_force, -4.28, 6.53, 3.99, actual_rep, 1, curr_step, 8, track_size, 81, robot_vel, 46.25, joints_pos, 38.86, 54.62, -30.2, -80.7, 27.02, 45.01, 58.9, tool_torque, -0.012, -0.233, -0.386, tool_momentum, -0.018, -0.224, -0.389, robot_mode, impedance, 
30/03/2022 16:25:15:122, robot_pos_w_timestamp, 1648650229189, 595.76, 198.54, 206.74, 2.16, 0.12, 3.05, tool_force, -7.11, 10.52, 5.88, actual_rep, 1, curr_step, 8, track_size, 81, robot_vel, 37.8, joints_pos, 38.33, 54.96, -30.21, -79.89, 27.02, 45.37, 58.63, tool_torque, 0.079, -0.295, -0.563, tool_momentum, 0.079, -0.276, -0.567, robot_mode, impedance, 
30/03/2022 16:25:15:295, robot_pos_w_timestamp, 1648650229340, 600.54, 199.1, 206.69, 2.16, 0.12, 3.05, tool_force, -8.37, 12.21, 6.1, actual_rep, 1, curr_step, 8, track_size, 81, robot_vel, 29.66, joints_pos, 37.93, 55.44, -30.11, -78.81, 27.02, 46.01, 58.61, tool_torque, 0.032, -0.318, -0.73, tool_momentum, 0.015, -0.296, -0.73, robot_mode, impedance, 
30/03/2022 16:25:15:394, robot_pos_w_timestamp, 1648650229492, 604.22, 198.07, 206.69, 2.16, 0.12, 3.05, tool_force, -10.21, 12.05, 6.47, actual_rep, 1, curr_step, 8, track_size, 81, robot_vel, 25.66, joints_pos, 37.6, 55.83, -30.16, -78.02, 26.98, 46.57, 58.61, tool_torque, -0.0070, -0.184, -0.762, tool_momentum, -0.02, -0.177, -0.762, robot_mode, impedance, 
