30/03/2022 12:03:33: File Created!
30/03/2022 12:03:33:471, robot_pos_w_timestamp, 1648634528204, 539.04, 302.47, 193.39, 2.3, 0.04, 3.08, tool_force, -0.49, 0.66, 5.67, actual_rep, 1, curr_step, 1, track_size, 76, robot_vel, 0.0, joints_pos, 58.83, 63.1, -48.92, -80.67, 52.0, 55.53, 47.01, tool_torque, 0.106, -0.215, 0.13, tool_momentum, 0.106, -0.212, 0.13, robot_mode, normal, 
30/03/2022 12:03:33:575, robot_pos_w_timestamp, 1648634528333, 539.51, 302.37, 192.6, 2.3, 0.04, 3.08, tool_force, 0.12, 0.19, 5.48, actual_rep, 1, curr_step, 2, track_size, 76, robot_vel, 7.05, joints_pos, 58.79, 63.21, -48.93, -80.63, 52.14, 55.38, 46.77, tool_torque, 0.185, -0.376, 0.258, tool_momentum, 0.182, -0.375, 0.261, robot_mode, normal, 
30/03/2022 12:03:33:724, robot_pos_w_timestamp, 1648634528480, 544.38, 300.02, 192.57, 2.31, 0.06, 3.06, tool_force, 1.08, 1.03, 5.31, actual_rep, 1, curr_step, 4, track_size, 76, robot_vel, 23.76, joints_pos, 58.62, 63.42, -49.26, -80.59, 52.83, 54.08, 45.35, tool_torque, 0.394, -0.536, 0.449, tool_momentum, 0.391, -0.526, 0.448, robot_mode, normal, 
30/03/2022 12:03:33:872, robot_pos_w_timestamp, 1648634528629, 547.77, 295.03, 192.93, 2.32, 0.06, 3.05, tool_force, 0.16, 1.07, 5.64, actual_rep, 1, curr_step, 5, track_size, 76, robot_vel, 47.33, joints_pos, 58.33, 63.52, -49.62, -80.72, 53.28, 53.76, 44.45, tool_torque, 0.311, -0.46, 0.424, tool_momentum, 0.309, -0.455, 0.423, robot_mode, normal, 
30/03/2022 12:03:34:026, robot_pos_w_timestamp, 1648634528778, 551.27, 289.29, 193.03, 2.32, 0.06, 3.05, tool_force, 1.92, 0.48, 5.6, actual_rep, 1, curr_step, 6, track_size, 76, robot_vel, 47.14, joints_pos, 57.69, 63.58, -49.7, -80.64, 53.51, 53.85, 43.63, tool_torque, 0.12, -0.72, 0.412, tool_momentum, 0.102, -0.662, 0.409, robot_mode, normal, 
30/03/2022 12:03:34:174, robot_pos_w_timestamp, 1648634528928, 554.68, 283.45, 193.22, 2.32, 0.06, 3.05, tool_force, 1.71, 0.47, 5.33, actual_rep, 1, curr_step, 7, track_size, 76, robot_vel, 45.46, joints_pos, 57.07, 63.58, -49.71, -80.61, 53.55, 53.82, 42.97, tool_torque, 0.202, -0.642, 0.445, tool_momentum, 0.203, -0.635, 0.444, robot_mode, normal, 
30/03/2022 12:03:34:329, robot_pos_w_timestamp, 1648634529076, 557.57, 277.75, 193.44, 2.32, 0.07, 3.05, tool_force, 1.31, 0.89, 5.57, actual_rep, 1, curr_step, 8, track_size, 76, robot_vel, 42.33, joints_pos, 56.55, 63.58, -49.76, -80.62, 53.27, 53.71, 42.56, tool_torque, 0.274, -0.548, 0.433, tool_momentum, 0.272, -0.546, 0.433, robot_mode, normal, 
30/03/2022 12:03:34:474, robot_pos_w_timestamp, 1648634529225, 560.2, 271.77, 193.65, 2.32, 0.07, 3.06, tool_force, 1.94, 0.12, 5.57, actual_rep, 1, curr_step, 9, track_size, 76, robot_vel, 47.02, joints_pos, 55.98, 63.59, -49.78, -80.57, 53.01, 53.88, 42.17, tool_torque, 0.042, -0.698, 0.428, tool_momentum, 0.036, -0.694, 0.428, robot_mode, normal, 
30/03/2022 12:03:34:629, robot_pos_w_timestamp, 1648634529374, 563.03, 266.14, 193.72, 2.32, 0.08, 3.06, tool_force, 1.81, 0.6, 5.29, actual_rep, 1, curr_step, 9, track_size, 76, robot_vel, 40.5, joints_pos, 55.44, 63.6, -49.79, -80.54, 52.72, 53.78, 41.79, tool_torque, 0.259, -0.575, 0.433, tool_momentum, 0.252, -0.557, 0.43, robot_mode, normal, 
30/03/2022 12:03:34:774, robot_pos_w_timestamp, 1648634529522, 565.75, 260.44, 193.83, 2.32, 0.08, 3.06, tool_force, 1.53, 0.53, 5.89, actual_rep, 1, curr_step, 10, track_size, 76, robot_vel, 43.66, joints_pos, 54.89, 63.6, -49.81, -80.53, 52.62, 53.73, 41.43, tool_torque, 0.253, -0.5, 0.418, tool_momentum, 0.257, -0.51, 0.418, robot_mode, normal, 
30/03/2022 12:03:34:929, robot_pos_w_timestamp, 1648634529671, 568.35, 254.61, 193.82, 2.31, 0.08, 3.06, tool_force, 1.93, 0.82, 5.86, actual_rep, 1, curr_step, 11, track_size, 76, robot_vel, 42.06, joints_pos, 54.33, 63.6, -49.81, -80.55, 52.58, 53.67, 41.11, tool_torque, 0.307, -0.513, 0.401, tool_momentum, 0.297, -0.507, 0.401, robot_mode, normal, 
