22/03/2022 15:07:58: File Created!
22/03/2022 15:07:58:086, robot_pos_w_timestamp, 1647957997725, 536.68, 303.07, 194.86, 2.29, 0.04, 3.08, tool_force, -0.31, 0.95, 5.8, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 0.0, joints_pos, 44.78, 53.8, -23.48, -81.06, 24.14, 46.07, 63.1, tool_torque, 0.182, -0.0030, 0.049, tool_momentum, 0.182, -0.0030, 0.049, robot_mode, normal, 
22/03/2022 15:07:58:244, robot_pos_w_timestamp, 1647957997866, 537.03, 303.02, 193.78, 2.29, 0.04, 3.08, tool_force, 0.41, 1.07, 5.78, actual_rep, 1, curr_step, 2, track_size, 95, robot_vel, 13.0, joints_pos, 44.77, 53.94, -23.48, -80.99, 24.14, 45.96, 62.91, tool_torque, 0.342, -0.214, 0.256, tool_momentum, 0.346, -0.209, 0.256, robot_mode, normal, 
22/03/2022 15:07:58:380, robot_pos_w_timestamp, 1647957998007, 541.75, 301.2, 194.64, 2.3, 0.05, 3.07, tool_force, 1.4, 1.17, 5.49, actual_rep, 1, curr_step, 5, track_size, 95, robot_vel, 46.65, joints_pos, 44.53, 54.05, -23.69, -80.69, 24.13, 45.29, 62.06, tool_torque, 0.381, -0.395, 0.414, tool_momentum, 0.387, -0.4, 0.415, robot_mode, normal, 
22/03/2022 15:07:58:535, robot_pos_w_timestamp, 1647957998158, 546.14, 294.47, 195.06, 2.31, 0.06, 3.06, tool_force, 0.96, 1.83, 5.83, actual_rep, 1, curr_step, 6, track_size, 95, robot_vel, 51.81, joints_pos, 44.06, 54.02, -23.96, -80.83, 24.13, 44.72, 61.19, tool_torque, 0.474, -0.387, 0.415, tool_momentum, 0.479, -0.411, 0.417, robot_mode, normal, 
22/03/2022 15:07:58:684, robot_pos_w_timestamp, 1647957998307, 549.9, 287.6, 195.52, 2.31, 0.06, 3.06, tool_force, 1.4, 1.43, 5.84, actual_rep, 1, curr_step, 7, track_size, 95, robot_vel, 52.24, joints_pos, 43.32, 53.98, -23.95, -80.81, 24.13, 44.79, 60.48, tool_torque, 0.302, -0.582, 0.429, tool_momentum, 0.287, -0.555, 0.424, robot_mode, normal, 
22/03/2022 15:07:58:835, robot_pos_w_timestamp, 1647957998456, 552.89, 280.69, 195.4, 2.3, 0.07, 3.07, tool_force, 0.39, 0.79, 6.44, actual_rep, 1, curr_step, 8, track_size, 95, robot_vel, 43.58, joints_pos, 42.8, 54.02, -24.06, -80.8, 23.45, 44.9, 60.62, tool_torque, -0.0030, -0.321, 0.218, tool_momentum, -0.0010, -0.339, 0.222, robot_mode, normal, 
22/03/2022 15:07:58:983, robot_pos_w_timestamp, 1647957998605, 555.75, 274.15, 195.19, 2.3, 0.07, 3.07, tool_force, 1.62, 1.24, 5.68, actual_rep, 1, curr_step, 9, track_size, 95, robot_vel, 49.61, joints_pos, 42.18, 54.02, -24.06, -80.86, 23.35, 44.9, 60.2, tool_torque, 0.12, -0.471, 0.394, tool_momentum, 0.118, -0.459, 0.394, robot_mode, normal, 
22/03/2022 15:07:59:137, robot_pos_w_timestamp, 1647957998756, 558.58, 267.45, 195.05, 2.29, 0.08, 3.07, tool_force, 1.34, 1.94, 5.66, actual_rep, 1, curr_step, 10, track_size, 95, robot_vel, 46.41, joints_pos, 41.58, 53.98, -24.07, -80.98, 22.98, 44.67, 60.14, tool_torque, 0.427, -0.409, 0.38, tool_momentum, 0.43, -0.406, 0.38, robot_mode, normal, 
22/03/2022 15:07:59:288, robot_pos_w_timestamp, 1647957998903, 560.75, 260.74, 194.81, 2.29, 0.08, 3.08, tool_force, 1.08, 1.82, 6.06, actual_rep, 1, curr_step, 10, track_size, 95, robot_vel, 47.5, joints_pos, 41.0, 53.95, -24.07, -81.09, 22.66, 44.73, 59.88, tool_torque, 0.314, -0.5, 0.463, tool_momentum, 0.325, -0.549, 0.468, robot_mode, normal, 
22/03/2022 15:07:59:435, robot_pos_w_timestamp, 1647957999054, 563.21, 253.99, 194.42, 2.29, 0.08, 3.08, tool_force, 1.1, 1.61, 5.88, actual_rep, 1, curr_step, 11, track_size, 95, robot_vel, 50.76, joints_pos, 40.32, 53.95, -24.04, -81.15, 22.51, 44.78, 59.56, tool_torque, 0.237, -0.557, 0.444, tool_momentum, 0.241, -0.556, 0.445, robot_mode, normal, 
22/03/2022 15:07:59:600, robot_pos_w_timestamp, 1647957999204, 565.66, 247.21, 194.04, 2.28, 0.08, 3.08, tool_force, 1.46, 1.92, 5.87, actual_rep, 1, curr_step, 12, track_size, 95, robot_vel, 49.4, joints_pos, 39.63, 53.95, -24.03, -81.24, 22.48, 44.74, 59.12, tool_torque, 0.369, -0.513, 0.453, tool_momentum, 0.379, -0.516, 0.453, robot_mode, normal, 
22/03/2022 15:07:59:739, robot_pos_w_timestamp, 1647957999355, 567.94, 240.43, 193.84, 2.28, 0.08, 3.08, tool_force, 1.06, 2.11, 5.65, actual_rep, 1, curr_step, 13, track_size, 95, robot_vel, 49.98, joints_pos, 39.02, 53.91, -23.99, -81.34, 22.48, 44.7, 58.61, tool_torque, 0.535, -0.583, 0.496, tool_momentum, 0.529, -0.569, 0.496, robot_mode, normal, 
22/03/2022 15:07:59:889, robot_pos_w_timestamp, 1647957999503, 570.06, 233.62, 193.5, 2.28, 0.08, 3.08, tool_force, 1.22, 1.73, 6.1, actual_rep, 1, curr_step, 13, track_size, 95, robot_vel, 52.1, joints_pos, 38.36, 53.91, -24.0, -81.41, 22.47, 44.79, 57.97, tool_torque, 0.269, -0.571, 0.461, tool_momentum, 0.27, -0.578, 0.461, robot_mode, normal, 
22/03/2022 15:08:00:043, robot_pos_w_timestamp, 1647957999654, 572.25, 227.11, 193.17, 2.28, 0.08, 3.09, tool_force, 2.0, 1.39, 5.72, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 45.73, joints_pos, 37.75, 53.95, -24.0, -81.39, 22.32, 44.97, 57.52, tool_torque, 0.18, -0.73, 0.49, tool_momentum, 0.169, -0.702, 0.486, robot_mode, rotation_overlay, 
22/03/2022 15:08:00:195, robot_pos_w_timestamp, 1647957999786, 572.69, 226.89, 192.63, 2.28, 0.08, 3.09, tool_force, 1.72, 0.56, 5.06, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 7.97, joints_pos, 37.53, 54.0, -23.76, -81.28, 22.2, 45.03, 57.5, tool_torque, 0.126, -0.702, 0.393, tool_momentum, 0.129, -0.699, 0.394, robot_mode, rotation_overlay, 
22/03/2022 15:08:00:348, robot_pos_w_timestamp, 1647957999935, 573.29, 225.38, 191.59, 2.3, 0.09, 3.1, tool_force, 1.55, 1.08, 5.76, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 6.36, joints_pos, 37.51, 54.14, -23.87, -81.24, 21.92, 44.96, 56.18, tool_torque, 0.288, -0.511, 0.465, tool_momentum, 0.291, -0.514, 0.465, robot_mode, rotation_overlay, 
22/03/2022 15:08:00:496, robot_pos_w_timestamp, 1647958000083, 574.15, 223.55, 191.91, 2.36, 0.09, 3.1, tool_force, 1.3, 1.44, 5.85, actual_rep, 1, curr_step, 14, track_size, 95, robot_vel, 13.98, joints_pos, 37.36, 54.13, -23.9, -81.23, 21.79, 44.93, 52.84, tool_torque, 0.345, -0.503, 0.471, tool_momentum, 0.355, -0.512, 0.471, robot_mode, rotation_overlay, 
22/03/2022 15:08:00:654, robot_pos_w_timestamp, 1647958000233, 574.77, 221.39, 192.32, 2.43, 0.09, 3.11, tool_force, 0.95, 2.26, 5.71, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 19.0, joints_pos, 37.09, 54.01, -23.8, -81.34, 21.79, 44.79, 48.42, tool_torque, 0.675, -0.528, 0.5, tool_momentum, 0.683, -0.531, 0.5, robot_mode, rotation_overlay, 
22/03/2022 15:08:00:797, robot_pos_w_timestamp, 1647958000382, 575.36, 219.41, 192.63, 2.48, 0.1, 3.11, tool_force, 0.85, 2.43, 5.65, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 13.41, joints_pos, 36.95, 53.95, -23.83, -81.42, 21.75, 44.67, 45.86, tool_torque, 0.657, -0.411, 0.437, tool_momentum, 0.646, -0.399, 0.437, robot_mode, rotation_overlay, 
22/03/2022 15:08:00:982, robot_pos_w_timestamp, 1647958000532, 575.82, 217.84, 192.91, 2.49, 0.1, 3.11, tool_force, 0.3, 1.82, 5.8, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 12.57, joints_pos, 36.93, 53.95, -23.97, -81.45, 21.64, 44.68, 45.24, tool_torque, 0.461, -0.305, 0.374, tool_momentum, 0.462, -0.306, 0.374, robot_mode, rotation_overlay, 
22/03/2022 15:08:01:098, robot_pos_w_timestamp, 1647958000661, 575.91, 217.66, 192.06, 2.48, 0.1, 3.11, tool_force, 1.38, 2.11, 5.59, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 7.01, joints_pos, 36.91, 54.03, -23.98, -81.45, 21.8, 44.57, 45.49, tool_torque, 0.498, -0.33, 0.17, tool_momentum, 0.483, -0.312, 0.165, robot_mode, rotation_overlay, 
22/03/2022 15:08:01:248, robot_pos_w_timestamp, 1647958000810, 576.68, 216.23, 191.43, 2.45, 0.1, 3.1, tool_force, 0.29, 1.41, 5.82, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 10.09, joints_pos, 36.85, 54.15, -24.22, -81.45, 22.48, 44.55, 46.88, tool_torque, 0.219, -0.141, -0.012, tool_momentum, 0.216, -0.139, -0.013, robot_mode, rotation_overlay, 
22/03/2022 15:08:01:401, robot_pos_w_timestamp, 1647958000959, 577.0, 214.91, 191.48, 2.38, 0.09, 3.1, tool_force, 0.25, 0.72, 5.77, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 7.73, joints_pos, 36.89, 54.19, -24.49, -81.47, 22.8, 44.62, 50.56, tool_torque, -0.054, -0.104, -0.058, tool_momentum, -0.052, -0.111, -0.058, robot_mode, rotation_overlay, 
22/03/2022 15:08:01:556, robot_pos_w_timestamp, 1647958001110, 577.2, 213.53, 191.66, 2.27, 0.09, 3.09, tool_force, -0.1, 0.51, 6.23, actual_rep, 1, curr_step, 15, track_size, 95, robot_vel, 9.32, joints_pos, 36.98, 54.24, -24.79, -81.46, 22.91, 44.82, 56.35, tool_torque, -0.201, -0.015, -0.092, tool_momentum, -0.19, -0.037, -0.09, robot_mode, rotation_overlay, 
22/03/2022 15:08:01:702, robot_pos_w_timestamp, 1647958001256, 577.57, 212.34, 191.86, 2.17, 0.09, 3.09, tool_force, 0.33, 0.37, 6.35, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 8.89, joints_pos, 37.05, 54.31, -25.05, -81.4, 22.84, 45.02, 62.43, tool_torque, -0.264, 0.049, -0.094, tool_momentum, -0.26, 0.052, -0.094, robot_mode, rotation_overlay, 
22/03/2022 15:08:01:851, robot_pos_w_timestamp, 1647958001407, 577.94, 211.23, 192.04, 2.09, 0.08, 3.08, tool_force, 0.77, 0.43, 6.12, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 7.46, joints_pos, 36.98, 54.31, -25.08, -81.4, 22.73, 45.05, 66.64, tool_torque, -0.157, -0.152, -0.022, tool_momentum, -0.15, -0.161, -0.02, robot_mode, rotation_overlay, 
22/03/2022 15:08:02:000, robot_pos_w_timestamp, 1647958001555, 578.41, 210.08, 192.44, 2.05, 0.08, 3.08, tool_force, 0.87, 0.96, 5.67, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 7.59, joints_pos, 36.81, 54.23, -25.0, -81.44, 22.7, 44.97, 68.82, tool_torque, 0.113, -0.377, 0.053, tool_momentum, 0.119, -0.382, 0.053, robot_mode, rotation_overlay, 
22/03/2022 15:08:02:183, robot_pos_w_timestamp, 1647958001702, 578.62, 208.99, 192.78, 2.04, 0.08, 3.07, tool_force, 1.01, 1.5, 5.86, actual_rep, 1, curr_step, 16, track_size, 95, robot_vel, 7.78, joints_pos, 36.56, 54.09, -24.76, -81.55, 22.7, 44.78, 69.16, tool_torque, 0.342, -0.562, 0.152, tool_momentum, 0.32, -0.524, 0.152, robot_mode, rotation_overlay, 
