06/04/2022 14:41:55: File Created!
06/04/2022 14:41:55:252, robot_pos_w_timestamp, 1649252427225, 588.17, 324.56, 216.56, 2.31, -0.01, 3.08, tool_force, -0.84, -0.1, 0.27, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 0.08, joints_pos, 38.27, 57.25, -17.42, -67.56, 19.28, 54.78, 65.62, tool_torque, -0.01, 0.074, 0.031, tool_momentum, -0.013, 0.074, 0.031, robot_mode, normal, 
06/04/2022 14:41:55:565, robot_pos_w_timestamp, 1649252427527, 589.16, 317.62, 215.19, 2.3, 0.0, 3.09, tool_force, 0.03, 0.24, -0.03, actual_rep, 1, curr_step, 4, track_size, 77, robot_vel, 36.19, joints_pos, 38.03, 57.19, -17.79, -68.03, 19.17, 54.74, 65.66, tool_torque, 0.114, -0.074, 0.152, tool_momentum, 0.115, -0.076, 0.152, robot_mode, normal, 
06/04/2022 14:41:55:689, robot_pos_w_timestamp, 1649252427687, 589.61, 311.2, 214.41, 2.29, 0.0, 3.1, tool_force, 0.4, 0.01, -0.22, actual_rep, 1, curr_step, 5, track_size, 77, robot_vel, 38.42, joints_pos, 37.85, 57.06, -18.15, -68.52, 19.07, 54.74, 65.66, tool_torque, 0.111, -0.125, 0.158, tool_momentum, 0.135, -0.138, 0.158, robot_mode, normal, 
06/04/2022 14:41:55:918, robot_pos_w_timestamp, 1649252427821, 590.21, 305.97, 214.01, 2.29, 0.01, 3.1, tool_force, 0.5, 0.81, 0.23, actual_rep, 1, curr_step, 6, track_size, 77, robot_vel, 42.55, joints_pos, 37.72, 56.96, -18.49, -68.91, 19.04, 54.68, 65.62, tool_torque, 0.235, -0.129, 0.247, tool_momentum, 0.228, -0.136, 0.248, robot_mode, normal, 
06/04/2022 14:41:56:205, robot_pos_w_timestamp, 1649252428122, 591.46, 294.3, 214.41, 2.27, 0.02, 3.11, tool_force, 0.69, 0.79, 0.33, actual_rep, 1, curr_step, 7, track_size, 77, robot_vel, 43.88, joints_pos, 37.41, 56.57, -19.23, -69.87, 19.04, 54.43, 65.44, tool_torque, 0.339, -0.275, 0.397, tool_momentum, 0.346, -0.282, 0.397, robot_mode, normal, 
06/04/2022 14:41:56:297, robot_pos_w_timestamp, 1649252428274, 592.12, 288.41, 215.16, 2.27, 0.02, 3.11, tool_force, 0.88, 1.21, 0.55, actual_rep, 1, curr_step, 8, track_size, 77, robot_vel, 41.51, joints_pos, 37.23, 56.32, -19.56, -70.41, 19.04, 54.25, 65.3, tool_torque, 0.318, -0.174, 0.378, tool_momentum, 0.313, -0.176, 0.378, robot_mode, normal, 
06/04/2022 14:41:56:504, robot_pos_w_timestamp, 1649252428422, 592.66, 282.59, 216.23, 2.26, 0.03, 3.11, tool_force, 1.0, 0.97, 0.03, actual_rep, 1, curr_step, 9, track_size, 77, robot_vel, 38.26, joints_pos, 37.05, 56.03, -19.88, -70.85, 19.04, 54.13, 65.16, tool_torque, 0.357, -0.282, 0.383, tool_momentum, 0.359, -0.28, 0.383, robot_mode, normal, 
06/04/2022 14:41:56:601, robot_pos_w_timestamp, 1649252428570, 592.91, 276.89, 217.47, 2.26, 0.03, 3.11, tool_force, 1.06, 0.81, -0.1, actual_rep, 1, curr_step, 9, track_size, 77, robot_vel, 40.33, joints_pos, 36.86, 55.7, -20.18, -71.4, 19.05, 54.0, 64.95, tool_torque, 0.354, -0.287, 0.384, tool_momentum, 0.342, -0.254, 0.379, robot_mode, normal, 
06/04/2022 14:41:56:924, robot_pos_w_timestamp, 1649252428870, 592.74, 265.33, 220.01, 2.25, 0.03, 3.12, tool_force, 1.52, 1.08, 0.1, actual_rep, 1, curr_step, 11, track_size, 77, robot_vel, 39.15, joints_pos, 36.49, 55.01, -20.73, -72.52, 19.07, 53.83, 64.46, tool_torque, 0.413, -0.434, 0.432, tool_momentum, 0.418, -0.431, 0.432, robot_mode, rotation_overlay, 
06/04/2022 14:41:57:038, robot_pos_w_timestamp, 1649252429001, 592.3, 264.64, 220.37, 2.25, 0.03, 3.12, tool_force, 1.67, 1.11, 0.24, actual_rep, 1, curr_step, 11, track_size, 77, robot_vel, 9.22, joints_pos, 36.47, 54.91, -20.71, -72.67, 19.08, 53.78, 64.41, tool_torque, 0.346, -0.456, 0.36, tool_momentum, 0.312, -0.414, 0.36, robot_mode, rotation_overlay, 
06/04/2022 14:41:57:253, robot_pos_w_timestamp, 1649252429184, 592.34, 262.85, 220.17, 2.27, 0.04, 3.12, tool_force, 1.13, 0.52, -0.05, actual_rep, 1, curr_step, 11, track_size, 77, robot_vel, 8.31, joints_pos, 36.44, 54.9, -20.85, -72.77, 19.03, 53.85, 62.62, tool_torque, 0.199, -0.389, 0.448, tool_momentum, 0.202, -0.391, 0.448, robot_mode, rotation_overlay, 
