05/04/2022 16:27:41: File Created!
05/04/2022 16:27:41:378, robot_pos_w_timestamp, 1649172369984, 612.88, 280.95, 203.72, 2.36, -0.03, 3.07, tool_force, -1.25, -0.41, 0.05, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 40.28, joints_pos, 26.48, 57.51, -4.4, -66.97, 8.55, 52.68, 64.04, tool_torque, -0.137, 0.26, 0.033, tool_momentum, -0.137, 0.26, 0.033, robot_mode, normal, 
05/04/2022 16:27:41:491, robot_pos_w_timestamp, 1649172370105, 613.1, 280.34, 202.71, 2.36, -0.03, 3.07, tool_force, -0.72, -0.7, -0.39, actual_rep, 1, curr_step, 2, track_size, 99, robot_vel, 13.21, joints_pos, 26.42, 57.64, -4.51, -66.93, 8.55, 52.68, 63.85, tool_torque, 0.131, -0.245, 0.285, tool_momentum, 0.105, -0.203, 0.286, robot_mode, normal, 
05/04/2022 16:27:41:663, robot_pos_w_timestamp, 1649172370271, 615.01, 274.4, 202.04, 2.36, -0.03, 3.07, tool_force, 0.32, 0.98, 0.0, actual_rep, 1, curr_step, 2, track_size, 99, robot_vel, 40.06, joints_pos, 25.97, 57.6, -4.55, -67.09, 8.55, 52.64, 63.68, tool_torque, 0.207, -0.093, 0.309, tool_momentum, 0.203, -0.095, 0.308, robot_mode, normal, 
05/04/2022 16:27:41:735, robot_pos_w_timestamp, 1649172370403, 615.85, 269.29, 201.59, 2.35, -0.02, 3.08, tool_force, 0.18, 0.6, 0.08, actual_rep, 1, curr_step, 3, track_size, 99, robot_vel, 38.84, joints_pos, 25.79, 57.53, -4.76, -67.31, 8.02, 52.64, 64.0, tool_torque, 0.044, 0.031, 0.03, tool_momentum, 0.04, 0.023, 0.031, robot_mode, normal, 
05/04/2022 16:27:41:887, robot_pos_w_timestamp, 1649172370553, 616.8, 263.37, 200.97, 2.34, -0.01, 3.09, tool_force, -0.37, 0.58, 0.49, actual_rep, 1, curr_step, 4, track_size, 99, robot_vel, 37.23, joints_pos, 25.49, 57.47, -4.92, -67.54, 7.61, 52.72, 64.15, tool_torque, 0.015, 0.067, 0.057, tool_momentum, 0.02, 0.064, 0.057, robot_mode, normal, 
05/04/2022 16:27:42:079, robot_pos_w_timestamp, 1649172370699, 617.69, 257.67, 200.35, 2.34, -0.01, 3.09, tool_force, -0.12, 0.92, 0.57, actual_rep, 1, curr_step, 4, track_size, 99, robot_vel, 32.62, joints_pos, 25.04, 57.42, -4.9, -67.74, 7.28, 52.81, 64.03, tool_torque, 0.091, -0.07, 0.269, tool_momentum, 0.096, -0.084, 0.274, robot_mode, normal, 
05/04/2022 16:27:42:187, robot_pos_w_timestamp, 1649172370847, 618.59, 251.9, 199.88, 2.34, -0.01, 3.1, tool_force, 0.22, 1.07, 0.22, actual_rep, 1, curr_step, 5, track_size, 99, robot_vel, 40.51, joints_pos, 24.59, 57.34, -4.86, -67.99, 6.94, 52.79, 63.98, tool_torque, 0.278, -0.293, 0.379, tool_momentum, 0.284, -0.309, 0.379, robot_mode, normal, 
05/04/2022 16:27:42:381, robot_pos_w_timestamp, 1649172370999, 619.1, 246.02, 199.32, 2.33, 0.0, 3.1, tool_force, 0.2, 1.57, 0.3, actual_rep, 1, curr_step, 5, track_size, 99, robot_vel, 39.96, joints_pos, 24.17, 57.17, -4.86, -68.42, 6.62, 52.53, 63.95, tool_torque, 0.342, -0.136, 0.377, tool_momentum, 0.334, -0.138, 0.378, robot_mode, normal, 
05/04/2022 16:27:42:492, robot_pos_w_timestamp, 1649172371145, 619.52, 240.31, 198.87, 2.33, 0.0, 3.1, tool_force, -0.03, 1.09, -0.1, actual_rep, 1, curr_step, 6, track_size, 99, robot_vel, 37.89, joints_pos, 23.75, 57.03, -4.86, -68.79, 6.39, 52.4, 63.9, tool_torque, 0.275, -0.124, 0.401, tool_momentum, 0.285, -0.137, 0.404, robot_mode, normal, 
05/04/2022 16:27:42:683, robot_pos_w_timestamp, 1649172371294, 619.87, 234.53, 198.43, 2.32, 0.0, 3.11, tool_force, 0.56, 1.57, 0.14, actual_rep, 1, curr_step, 6, track_size, 99, robot_vel, 40.66, joints_pos, 23.31, 56.9, -4.86, -69.12, 6.19, 52.38, 63.84, tool_torque, 0.373, -0.208, 0.423, tool_momentum, 0.362, -0.203, 0.422, robot_mode, normal, 
05/04/2022 16:27:42:794, robot_pos_w_timestamp, 1649172371442, 620.06, 228.5, 198.09, 2.32, 0.0, 3.11, tool_force, 0.29, 1.21, 0.07, actual_rep, 1, curr_step, 7, track_size, 99, robot_vel, 39.82, joints_pos, 22.85, 56.75, -4.86, -69.49, 6.01, 52.38, 63.75, tool_torque, 0.279, -0.21, 0.427, tool_momentum, 0.281, -0.227, 0.427, robot_mode, normal, 
