30/03/2022 11:52:42: File Created!
30/03/2022 11:52:42:835, robot_pos_w_timestamp, 1648633877488, 522.37, 320.67, 210.03, 2.36, 0.03, 3.05, tool_force, -0.52, 0.88, 5.85, actual_rep, 1, curr_step, 1, track_size, 92, robot_vel, 0.0, joints_pos, 59.65, 58.79, -45.36, -82.63, 48.62, 53.0, 46.49, tool_torque, 0.16, -0.154, 0.18, tool_momentum, 0.159, -0.154, 0.18, robot_mode, normal, 
30/03/2022 11:52:42:934, robot_pos_w_timestamp, 1648633877623, 522.25, 320.46, 208.87, 2.36, 0.03, 3.05, tool_force, -0.15, 0.72, 5.84, actual_rep, 1, curr_step, 1, track_size, 92, robot_vel, 2.85, joints_pos, 59.65, 58.92, -45.35, -82.62, 48.62, 53.0, 46.49, tool_torque, 0.194, -0.231, 0.186, tool_momentum, 0.19, -0.225, 0.186, robot_mode, normal, 
30/03/2022 11:52:43:083, robot_pos_w_timestamp, 1648633877772, 524.91, 317.19, 209.64, 2.36, 0.04, 3.05, tool_force, 0.63, 0.49, 5.37, actual_rep, 1, curr_step, 3, track_size, 92, robot_vel, 18.05, joints_pos, 59.46, 59.06, -45.76, -82.53, 48.79, 53.03, 46.16, tool_torque, 0.176, -0.586, 0.363, tool_momentum, 0.189, -0.596, 0.365, robot_mode, normal, 
30/03/2022 11:52:43:233, robot_pos_w_timestamp, 1648633877924, 528.63, 312.11, 211.37, 2.36, 0.05, 3.05, tool_force, 0.84, 0.29, 5.15, actual_rep, 1, curr_step, 4, track_size, 92, robot_vel, 40.06, joints_pos, 59.3, 59.13, -46.31, -82.52, 48.52, 52.91, 45.87, tool_torque, 0.209, -0.402, 0.39, tool_momentum, 0.216, -0.42, 0.39, robot_mode, normal, 
30/03/2022 11:52:43:381, robot_pos_w_timestamp, 1648633878071, 531.75, 306.71, 213.34, 2.36, 0.05, 3.05, tool_force, 1.35, 1.27, 5.65, actual_rep, 1, curr_step, 5, track_size, 92, robot_vel, 48.31, joints_pos, 58.9, 59.01, -46.55, -82.57, 48.48, 52.99, 45.33, tool_torque, 0.246, -0.674, 0.458, tool_momentum, 0.248, -0.691, 0.46, robot_mode, normal, 
30/03/2022 11:52:43:552, robot_pos_w_timestamp, 1648633878222, 534.68, 300.65, 215.22, 2.35, 0.06, 3.05, tool_force, 0.91, 1.57, 6.02, actual_rep, 1, curr_step, 6, track_size, 92, robot_vel, 41.8, joints_pos, 58.39, 58.79, -46.61, -82.69, 48.07, 52.89, 45.23, tool_torque, 0.384, -0.524, 0.368, tool_momentum, 0.394, -0.512, 0.366, robot_mode, normal, 
30/03/2022 11:52:43:731, robot_pos_w_timestamp, 1648633878379, 537.32, 294.53, 217.14, 2.35, 0.06, 3.05, tool_force, 1.04, 1.43, 5.69, actual_rep, 1, curr_step, 6, track_size, 92, robot_vel, 42.94, joints_pos, 57.93, 58.51, -46.64, -82.9, 47.57, 52.64, 45.29, tool_torque, 0.368, -0.464, 0.277, tool_momentum, 0.368, -0.451, 0.274, robot_mode, normal, 
30/03/2022 11:52:43:836, robot_pos_w_timestamp, 1648633878523, 539.38, 288.94, 218.94, 2.34, 0.07, 3.05, tool_force, 0.88, 1.68, 6.05, actual_rep, 1, curr_step, 7, track_size, 92, robot_vel, 42.32, joints_pos, 57.51, 58.23, -46.66, -83.12, 47.17, 52.48, 45.32, tool_torque, 0.363, -0.453, 0.293, tool_momentum, 0.366, -0.45, 0.293, robot_mode, normal, 
30/03/2022 11:52:44:280, robot_pos_w_timestamp, 1648633878822, 543.21, 277.2, 222.57, 2.32, 0.08, 3.05, tool_force, 0.8, 0.95, 5.23, actual_rep, 1, curr_step, 9, track_size, 92, robot_vel, 41.51, joints_pos, 56.6, 57.54, -46.68, -83.68, 46.35, 52.16, 45.6, tool_torque, 0.293, -0.369, 0.038, tool_momentum, 0.211, -0.354, 0.037, robot_mode, normal, 
30/03/2022 11:52:44:375, robot_pos_w_timestamp, 1648633878989, 544.37, 270.24, 224.73, 2.31, 0.08, 3.05, tool_force, 2.54, -1.56, 4.7, actual_rep, 1, curr_step, 9, track_size, 92, robot_vel, 31.64, joints_pos, 56.19, 57.21, -46.72, -84.03, 45.89, 52.03, 45.77, tool_torque, 0.183, -0.439, -0.01, tool_momentum, 0.198, -0.447, -0.0080, robot_mode, normal, 
30/03/2022 11:52:44:599, robot_pos_w_timestamp, 1648633879271, 547.37, 259.64, 227.95, 2.3, 0.08, 3.06, tool_force, 0.96, 0.47, 5.15, actual_rep, 1, curr_step, 10, track_size, 92, robot_vel, 60.5, joints_pos, 55.33, 56.71, -46.71, -84.33, 45.04, 52.12, 45.86, tool_torque, 0.178, -0.494, 0.141, tool_momentum, 0.18, -0.481, 0.141, robot_mode, normal, 
