30/03/2022 11:22:06: File Created!
30/03/2022 11:22:06:622, robot_pos_w_timestamp, 1648632041355, 548.78, 332.8, 193.34, 2.27, 0.03, 3.06, tool_force, -0.77, -0.1, 0.43, actual_rep, 1, curr_step, 1, track_size, 68, robot_vel, 0.01, joints_pos, 45.32, 56.39, -22.92, -75.68, 23.97, 47.79, 67.07, tool_torque, 0.013, -0.219, 0.22, tool_momentum, 0.012, -0.217, 0.22, robot_mode, normal, 
30/03/2022 11:22:06:756, robot_pos_w_timestamp, 1648632041474, 548.8, 332.8, 193.36, 2.27, 0.03, 3.06, tool_force, -0.8, -0.08, 0.48, actual_rep, 1, curr_step, 1, track_size, 68, robot_vel, 0.01, joints_pos, 45.32, 56.39, -22.92, -75.68, 23.97, 47.79, 67.07, tool_torque, 0.039, -0.229, 0.229, tool_momentum, 0.041, -0.228, 0.229, robot_mode, normal, 
30/03/2022 11:22:06:896, robot_pos_w_timestamp, 1648632041626, 550.37, 329.91, 193.59, 2.26, 0.04, 3.06, tool_force, -0.26, -0.36, 0.25, actual_rep, 1, curr_step, 2, track_size, 68, robot_vel, 38.65, joints_pos, 45.26, 56.43, -23.25, -75.7, 23.91, 47.82, 67.19, tool_torque, -0.084, -0.231, 0.066, tool_momentum, -0.089, -0.231, 0.066, robot_mode, normal, 
30/03/2022 11:22:07:024, robot_pos_w_timestamp, 1648632041772, 552.81, 324.57, 193.97, 2.25, 0.04, 3.07, tool_force, 0.59, 0.45, 0.52, actual_rep, 1, curr_step, 3, track_size, 68, robot_vel, 35.41, joints_pos, 45.02, 56.4, -23.6, -75.85, 23.94, 47.8, 67.15, tool_torque, 0.121, -0.388, 0.162, tool_momentum, 0.12, -0.377, 0.162, robot_mode, normal, 
30/03/2022 11:22:07:174, robot_pos_w_timestamp, 1648632041920, 555.09, 318.64, 194.59, 2.24, 0.05, 3.07, tool_force, 0.24, 0.26, 0.33, actual_rep, 1, curr_step, 3, track_size, 68, robot_vel, 36.11, joints_pos, 44.83, 56.34, -24.05, -76.06, 23.94, 47.78, 67.17, tool_torque, 0.143, -0.291, 0.122, tool_momentum, 0.15, -0.32, 0.124, robot_mode, normal, 
30/03/2022 11:22:07:326, robot_pos_w_timestamp, 1648632042068, 557.31, 312.89, 195.15, 2.24, 0.06, 3.07, tool_force, -0.1, 0.48, 0.62, actual_rep, 1, curr_step, 4, track_size, 68, robot_vel, 42.26, joints_pos, 44.67, 56.29, -24.54, -76.26, 23.94, 47.77, 67.2, tool_torque, 0.153, -0.253, 0.072, tool_momentum, 0.151, -0.246, 0.072, robot_mode, normal, 
30/03/2022 11:22:07:477, robot_pos_w_timestamp, 1648632042218, 559.52, 307.11, 195.71, 2.23, 0.06, 3.07, tool_force, 0.25, 0.49, 0.48, actual_rep, 1, curr_step, 5, track_size, 68, robot_vel, 42.39, joints_pos, 44.48, 56.26, -24.98, -76.45, 23.97, 47.77, 67.21, tool_torque, 0.175, -0.305, 0.09, tool_momentum, 0.18, -0.296, 0.09, robot_mode, normal, 
30/03/2022 11:22:07:625, robot_pos_w_timestamp, 1648632042368, 561.53, 301.35, 196.43, 2.22, 0.07, 3.07, tool_force, -0.3, 0.4, 0.35, actual_rep, 1, curr_step, 5, track_size, 68, robot_vel, 40.88, joints_pos, 44.31, 56.19, -25.45, -76.67, 24.0, 47.77, 67.21, tool_torque, 0.161, -0.264, 0.086, tool_momentum, 0.171, -0.278, 0.086, robot_mode, normal, 
30/03/2022 11:22:07:778, robot_pos_w_timestamp, 1648632042515, 563.47, 295.54, 197.15, 2.21, 0.07, 3.07, tool_force, 0.03, 0.62, 0.44, actual_rep, 1, curr_step, 6, track_size, 68, robot_vel, 41.68, joints_pos, 44.14, 56.13, -25.91, -76.89, 24.03, 47.77, 67.22, tool_torque, 0.215, -0.363, 0.093, tool_momentum, 0.211, -0.372, 0.094, robot_mode, normal, 
30/03/2022 11:22:07:927, robot_pos_w_timestamp, 1648632042667, 565.28, 289.72, 197.93, 2.2, 0.08, 3.07, tool_force, 0.24, 0.38, 0.53, actual_rep, 1, curr_step, 6, track_size, 68, robot_vel, 41.72, joints_pos, 43.96, 56.06, -26.35, -77.12, 24.06, 47.77, 67.22, tool_torque, 0.171, -0.37, 0.114, tool_momentum, 0.169, -0.356, 0.114, robot_mode, normal, 
30/03/2022 11:22:08:079, robot_pos_w_timestamp, 1648632042815, 567.03, 283.91, 198.78, 2.19, 0.08, 3.08, tool_force, 0.25, 0.45, 0.46, actual_rep, 1, curr_step, 7, track_size, 68, robot_vel, 41.49, joints_pos, 43.76, 55.96, -26.75, -77.35, 24.07, 47.77, 67.22, tool_torque, 0.185, -0.347, 0.113, tool_momentum, 0.189, -0.365, 0.113, robot_mode, normal, 
30/03/2022 11:22:08:229, robot_pos_w_timestamp, 1648632042964, 568.48, 278.15, 199.7, 2.18, 0.09, 3.08, tool_force, 0.11, 0.37, 0.58, actual_rep, 1, curr_step, 7, track_size, 68, robot_vel, 44.53, joints_pos, 43.56, 55.84, -27.12, -77.62, 24.07, 47.77, 67.22, tool_torque, 0.188, -0.332, 0.094, tool_momentum, 0.186, -0.335, 0.094, robot_mode, normal, 
30/03/2022 11:22:08:382, robot_pos_w_timestamp, 1648632043112, 569.96, 272.48, 200.69, 2.17, 0.09, 3.08, tool_force, 0.74, 0.69, 0.23, actual_rep, 1, curr_step, 8, track_size, 68, robot_vel, 37.4, joints_pos, 43.35, 55.72, -27.49, -77.87, 24.07, 47.77, 67.22, tool_torque, 0.2, -0.416, 0.117, tool_momentum, 0.191, -0.413, 0.117, robot_mode, normal, 
30/03/2022 11:22:08:534, robot_pos_w_timestamp, 1648632043262, 571.19, 266.6, 201.53, 2.16, 0.1, 3.08, tool_force, 0.07, 0.53, 0.22, actual_rep, 1, curr_step, 8, track_size, 68, robot_vel, 37.59, joints_pos, 43.14, 55.6, -27.86, -78.16, 24.09, 47.77, 67.21, tool_torque, 0.198, -0.402, 0.141, tool_momentum, 0.207, -0.412, 0.144, robot_mode, normal, 
30/03/2022 11:22:08:683, robot_pos_w_timestamp, 1648632043413, 572.38, 260.72, 202.46, 2.15, 0.1, 3.08, tool_force, 0.34, 0.64, 0.56, actual_rep, 1, curr_step, 9, track_size, 68, robot_vel, 38.58, joints_pos, 42.93, 55.48, -28.23, -78.45, 24.1, 47.77, 67.21, tool_torque, 0.199, -0.403, 0.138, tool_momentum, 0.205, -0.414, 0.14, robot_mode, normal, 
30/03/2022 11:22:08:835, robot_pos_w_timestamp, 1648632043563, 573.31, 255.01, 203.4, 2.15, 0.1, 3.08, tool_force, 1.08, 0.68, 1.07, actual_rep, 1, curr_step, 9, track_size, 68, robot_vel, 38.12, joints_pos, 42.73, 55.33, -28.57, -78.76, 24.13, 47.8, 67.2, tool_torque, 0.204, -0.547, 0.177, tool_momentum, 0.208, -0.541, 0.177, robot_mode, normal, 
30/03/2022 11:22:08:983, robot_pos_w_timestamp, 1648632043712, 574.13, 249.23, 204.38, 2.14, 0.11, 3.08, tool_force, 1.27, 0.87, 0.87, actual_rep, 1, curr_step, 9, track_size, 68, robot_vel, 39.52, joints_pos, 42.5, 55.17, -28.89, -79.09, 24.14, 47.8, 67.19, tool_torque, 0.224, -0.578, 0.2, tool_momentum, 0.226, -0.582, 0.2, robot_mode, normal, 
30/03/2022 11:22:09:137, robot_pos_w_timestamp, 1648632043859, 574.4, 244.32, 204.19, 2.13, 0.11, 3.09, tool_force, 1.02, 0.72, 0.52, actual_rep, 1, curr_step, 10, track_size, 68, robot_vel, 30.79, joints_pos, 42.32, 55.1, -29.12, -79.4, 24.15, 47.77, 67.25, tool_torque, 0.225, -0.474, 0.099, tool_momentum, 0.225, -0.465, 0.096, robot_mode, impedance, 
30/03/2022 11:22:09:288, robot_pos_w_timestamp, 1648632044010, 575.33, 240.03, 204.05, 2.12, 0.11, 3.09, tool_force, 0.35, 1.07, 0.62, actual_rep, 1, curr_step, 10, track_size, 68, robot_vel, 31.92, joints_pos, 42.17, 55.12, -29.41, -79.57, 24.16, 47.69, 67.37, tool_torque, 0.238, -0.259, -0.025, tool_momentum, 0.241, -0.278, -0.022, robot_mode, impedance, 
30/03/2022 11:22:09:439, robot_pos_w_timestamp, 1648632044159, 577.11, 234.5, 204.86, 2.11, 0.12, 3.09, tool_force, -0.85, 1.37, 0.65, actual_rep, 1, curr_step, 10, track_size, 68, robot_vel, 40.64, joints_pos, 41.98, 55.12, -29.86, -79.67, 24.18, 47.73, 67.4, tool_torque, 0.139, -0.34, -0.087, tool_momentum, 0.13, -0.332, -0.087, robot_mode, impedance, 
30/03/2022 11:22:09:590, robot_pos_w_timestamp, 1648632044308, 579.77, 227.72, 206.07, 2.1, 0.12, 3.09, tool_force, -3.73, 2.56, 1.6, actual_rep, 1, curr_step, 11, track_size, 68, robot_vel, 47.55, joints_pos, 41.63, 55.12, -30.29, -79.69, 24.19, 47.81, 67.27, tool_torque, 0.047, -0.524, -0.078, tool_momentum, 0.047, -0.525, -0.078, robot_mode, impedance, 
