30/03/2022 11:37:53: File Created!
30/03/2022 11:37:53:579, robot_pos_w_timestamp, 1648632988145, 519.6, 322.69, 185.46, 2.28, 0.04, 3.03, tool_force, -0.7, 0.19, 0.31, actual_rep, 1, curr_step, 1, track_size, 75, robot_vel, 43.96, joints_pos, 49.27, 54.42, -26.4, -83.28, 30.19, 42.44, 61.39, tool_torque, 0.347, -0.35, 0.365, tool_momentum, 0.347, -0.35, 0.365, robot_mode, normal, 
30/03/2022 11:37:53:712, robot_pos_w_timestamp, 1648632988281, 519.61, 322.69, 185.48, 2.28, 0.04, 3.03, tool_force, -0.66, 0.11, 0.37, actual_rep, 1, curr_step, 1, track_size, 75, robot_vel, 43.96, joints_pos, 49.27, 54.42, -26.4, -83.28, 30.19, 42.44, 61.39, tool_torque, 0.315, -0.339, 0.356, tool_momentum, 0.316, -0.338, 0.355, robot_mode, normal, 
30/03/2022 11:37:53:863, robot_pos_w_timestamp, 1648632988431, 520.01, 322.05, 185.64, 2.28, 0.04, 3.03, tool_force, -0.42, 0.22, 0.75, actual_rep, 1, curr_step, 2, track_size, 75, robot_vel, 17.11, joints_pos, 49.25, 54.42, -26.48, -83.29, 30.19, 42.44, 61.4, tool_torque, 0.343, -0.384, 0.326, tool_momentum, 0.351, -0.39, 0.326, robot_mode, normal, 
30/03/2022 11:37:54:017, robot_pos_w_timestamp, 1648632988583, 522.33, 316.16, 186.25, 2.27, 0.04, 3.03, tool_force, 0.15, 0.31, 0.67, actual_rep, 1, curr_step, 3, track_size, 75, robot_vel, 27.32, joints_pos, 49.1, 54.38, -26.99, -83.51, 30.15, 42.44, 61.46, tool_torque, 0.273, -0.335, 0.223, tool_momentum, 0.267, -0.334, 0.222, robot_mode, normal, 
30/03/2022 11:37:54:166, robot_pos_w_timestamp, 1648632988732, 524.51, 310.21, 187.2, 2.26, 0.05, 3.03, tool_force, -0.27, 0.16, 0.53, actual_rep, 1, curr_step, 4, track_size, 75, robot_vel, 46.07, joints_pos, 48.96, 54.3, -27.5, -83.76, 30.15, 42.44, 61.61, tool_torque, 0.276, -0.352, 0.144, tool_momentum, 0.294, -0.392, 0.148, robot_mode, normal, 
30/03/2022 11:37:54:353, robot_pos_w_timestamp, 1648632988883, 526.69, 304.5, 188.32, 2.25, 0.06, 3.03, tool_force, 0.16, 0.21, 0.64, actual_rep, 1, curr_step, 4, track_size, 75, robot_vel, 38.97, joints_pos, 48.88, 54.24, -28.1, -83.99, 30.22, 42.44, 61.84, tool_torque, 0.272, -0.415, 0.104, tool_momentum, 0.266, -0.404, 0.102, robot_mode, normal, 
30/03/2022 11:37:54:471, robot_pos_w_timestamp, 1648632989032, 528.61, 298.95, 189.67, 2.23, 0.06, 3.03, tool_force, 1.43, 0.06, 0.12, actual_rep, 1, curr_step, 5, track_size, 75, robot_vel, 44.7, joints_pos, 48.85, 54.16, -28.7, -84.24, 30.28, 42.44, 62.14, tool_torque, 0.23, -0.354, 0.098, tool_momentum, 0.231, -0.357, 0.098, robot_mode, normal, 
30/03/2022 11:37:54:620, robot_pos_w_timestamp, 1648632989183, 530.85, 292.94, 190.92, 2.22, 0.07, 3.03, tool_force, 0.48, 0.15, 0.7, actual_rep, 1, curr_step, 6, track_size, 75, robot_vel, 41.52, joints_pos, 48.78, 54.11, -29.34, -84.48, 30.39, 42.44, 62.39, tool_torque, 0.287, -0.467, 0.099, tool_momentum, 0.279, -0.449, 0.096, robot_mode, normal, 
30/03/2022 11:37:54:769, robot_pos_w_timestamp, 1648632989331, 532.87, 287.24, 192.5, 2.2, 0.08, 3.03, tool_force, 0.48, -0.06, 0.27, actual_rep, 1, curr_step, 6, track_size, 75, robot_vel, 46.62, joints_pos, 48.69, 54.0, -29.91, -84.72, 30.43, 42.45, 62.72, tool_torque, 0.24, -0.48, 0.116, tool_momentum, 0.231, -0.463, 0.113, robot_mode, normal, 
30/03/2022 11:37:54:919, robot_pos_w_timestamp, 1648632989482, 534.9, 281.36, 194.15, 2.19, 0.08, 3.03, tool_force, 0.61, -0.04, 0.54, actual_rep, 1, curr_step, 7, track_size, 75, robot_vel, 37.54, joints_pos, 48.58, 53.89, -30.47, -84.96, 30.49, 42.45, 63.03, tool_torque, 0.211, -0.455, 0.083, tool_momentum, 0.199, -0.429, 0.078, robot_mode, normal, 
30/03/2022 11:37:55:075, robot_pos_w_timestamp, 1648632989635, 536.93, 275.5, 195.93, 2.17, 0.09, 3.03, tool_force, 0.16, -0.15, 0.25, actual_rep, 1, curr_step, 7, track_size, 75, robot_vel, 41.46, joints_pos, 48.46, 53.77, -31.03, -85.19, 30.51, 42.46, 63.4, tool_torque, 0.18, -0.52, 0.103, tool_momentum, 0.18, -0.501, 0.101, robot_mode, normal, 
30/03/2022 11:37:55:223, robot_pos_w_timestamp, 1648632989784, 538.76, 269.73, 197.86, 2.16, 0.09, 3.03, tool_force, 0.07, -0.34, 0.11, actual_rep, 1, curr_step, 8, track_size, 75, robot_vel, 40.67, joints_pos, 48.33, 53.61, -31.54, -85.44, 30.51, 42.46, 63.73, tool_torque, 0.18, -0.434, 0.108, tool_momentum, 0.198, -0.446, 0.108, robot_mode, normal, 
30/03/2022 11:37:55:377, robot_pos_w_timestamp, 1648632989935, 540.63, 263.83, 199.85, 2.14, 0.1, 3.03, tool_force, 0.48, -0.31, 0.51, actual_rep, 1, curr_step, 9, track_size, 75, robot_vel, 41.27, joints_pos, 48.19, 53.46, -32.06, -85.68, 30.52, 42.46, 64.06, tool_torque, 0.198, -0.454, 0.096, tool_momentum, 0.2, -0.457, 0.096, robot_mode, normal, 
30/03/2022 11:37:55:530, robot_pos_w_timestamp, 1648632990086, 542.29, 258.05, 201.9, 2.13, 0.1, 3.03, tool_force, 0.28, -0.01, 0.12, actual_rep, 1, curr_step, 9, track_size, 75, robot_vel, 41.43, joints_pos, 48.06, 53.28, -32.57, -85.94, 30.54, 42.46, 64.32, tool_torque, 0.227, -0.542, 0.102, tool_momentum, 0.226, -0.557, 0.105, robot_mode, normal, 
30/03/2022 11:37:55:673, robot_pos_w_timestamp, 1648632990235, 543.83, 252.22, 203.93, 2.11, 0.11, 3.03, tool_force, 0.51, -0.51, 0.28, actual_rep, 1, curr_step, 10, track_size, 75, robot_vel, 41.93, joints_pos, 47.94, 53.12, -33.08, -86.21, 30.54, 42.47, 64.58, tool_torque, 0.16, -0.529, 0.114, tool_momentum, 0.169, -0.532, 0.114, robot_mode, normal, 
30/03/2022 11:37:55:825, robot_pos_w_timestamp, 1648632990386, 545.3, 246.38, 206.27, 2.1, 0.11, 3.03, tool_force, -0.15, 0.2, -0.02, actual_rep, 1, curr_step, 10, track_size, 75, robot_vel, 41.98, joints_pos, 47.8, 52.91, -33.59, -86.49, 30.57, 42.48, 64.75, tool_torque, 0.139, -0.636, 0.071, tool_momentum, 0.136, -0.636, 0.07, robot_mode, normal, 
