30/03/2022 12:00:54: File Created!
30/03/2022 12:00:54:762, robot_pos_w_timestamp, 1648634369360, 536.69, 303.08, 194.85, 2.29, 0.04, 3.08, tool_force, -0.27, 1.29, 5.66, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 0.0, joints_pos, 58.69, 62.35, -48.06, -81.06, 50.88, 54.98, 48.15, tool_torque, 0.28, -0.269, 0.336, tool_momentum, 0.279, -0.269, 0.336, robot_mode, normal, 
30/03/2022 12:00:54:875, robot_pos_w_timestamp, 1648634369505, 537.01, 303.12, 193.44, 2.29, 0.04, 3.08, tool_force, -0.47, 1.23, 6.1, actual_rep, 1, curr_step, 2, track_size, 95, robot_vel, 14.75, joints_pos, 58.67, 62.54, -48.06, -80.99, 50.99, 54.89, 47.95, tool_torque, 0.296, -0.262, 0.39, tool_momentum, 0.293, -0.272, 0.39, robot_mode, normal, 
30/03/2022 12:00:55:013, robot_pos_w_timestamp, 1648634369641, 539.51, 302.34, 194.13, 2.3, 0.05, 3.08, tool_force, 0.41, 0.41, 5.51, actual_rep, 1, curr_step, 3, track_size, 95, robot_vel, 30.09, joints_pos, 58.57, 62.69, -48.3, -80.74, 51.12, 54.74, 47.26, tool_torque, 0.283, -0.481, 0.45, tool_momentum, 0.289, -0.489, 0.45, robot_mode, normal, 
30/03/2022 12:00:55:162, robot_pos_w_timestamp, 1648634369790, 543.56, 298.27, 194.95, 2.31, 0.06, 3.06, tool_force, 1.37, 0.88, 5.12, actual_rep, 1, curr_step, 6, track_size, 95, robot_vel, 51.86, joints_pos, 58.31, 62.77, -48.67, -80.82, 51.66, 54.11, 46.26, tool_torque, 0.335, -0.469, 0.446, tool_momentum, 0.331, -0.454, 0.446, robot_mode, normal, 
30/03/2022 12:00:55:318, robot_pos_w_timestamp, 1648634369938, 547.02, 292.66, 195.43, 2.31, 0.06, 3.06, tool_force, 1.9, 0.72, 4.86, actual_rep, 1, curr_step, 6, track_size, 95, robot_vel, 42.68, joints_pos, 57.82, 62.83, -48.88, -80.8, 51.82, 54.08, 45.54, tool_torque, 0.352, -0.6, 0.455, tool_momentum, 0.351, -0.596, 0.455, robot_mode, normal, 
30/03/2022 12:00:55:463, robot_pos_w_timestamp, 1648634370086, 550.24, 286.7, 195.59, 2.31, 0.06, 3.06, tool_force, 1.16, 0.85, 5.23, actual_rep, 1, curr_step, 7, track_size, 95, robot_vel, 44.13, joints_pos, 57.27, 62.87, -48.98, -80.79, 51.71, 54.07, 45.13, tool_torque, 0.313, -0.495, 0.442, tool_momentum, 0.315, -0.497, 0.442, robot_mode, normal, 
30/03/2022 12:00:55:619, robot_pos_w_timestamp, 1648634370236, 552.7, 281.1, 195.58, 2.3, 0.07, 3.07, tool_force, 1.44, 0.51, 5.28, actual_rep, 1, curr_step, 8, track_size, 95, robot_vel, 38.4, joints_pos, 56.84, 62.92, -49.07, -80.78, 51.22, 54.07, 45.15, tool_torque, 0.211, -0.541, 0.354, tool_momentum, 0.214, -0.553, 0.354, robot_mode, normal, 
30/03/2022 12:00:55:766, robot_pos_w_timestamp, 1648634370383, 555.3, 275.21, 195.45, 2.3, 0.07, 3.07, tool_force, 0.68, 1.07, 5.41, actual_rep, 1, curr_step, 9, track_size, 95, robot_vel, 43.57, joints_pos, 56.28, 62.92, -49.07, -80.83, 51.16, 54.04, 44.71, tool_torque, 0.377, -0.494, 0.462, tool_momentum, 0.384, -0.507, 0.462, robot_mode, normal, 
30/03/2022 12:00:55:922, robot_pos_w_timestamp, 1648634370534, 557.71, 269.48, 195.24, 2.29, 0.08, 3.07, tool_force, 1.27, 1.52, 5.26, actual_rep, 1, curr_step, 9, track_size, 95, robot_vel, 42.54, joints_pos, 55.8, 62.9, -49.07, -80.95, 50.93, 53.77, 44.56, tool_torque, 0.457, -0.573, 0.465, tool_momentum, 0.451, -0.563, 0.465, robot_mode, normal, 
30/03/2022 12:00:56:069, robot_pos_w_timestamp, 1648634370682, 559.66, 263.65, 195.01, 2.29, 0.08, 3.07, tool_force, 1.37, 1.56, 5.63, actual_rep, 1, curr_step, 10, track_size, 95, robot_vel, 40.26, joints_pos, 55.32, 62.87, -49.08, -81.07, 50.72, 53.66, 44.3, tool_torque, 0.392, -0.613, 0.489, tool_momentum, 0.389, -0.614, 0.489, robot_mode, normal, 
30/03/2022 12:00:56:224, robot_pos_w_timestamp, 1648634370833, 561.81, 257.76, 194.74, 2.29, 0.08, 3.08, tool_force, 1.12, 1.18, 5.51, actual_rep, 1, curr_step, 11, track_size, 95, robot_vel, 39.57, joints_pos, 54.77, 62.87, -49.05, -81.11, 50.5, 53.71, 43.94, tool_torque, 0.306, -0.723, 0.47, tool_momentum, 0.314, -0.732, 0.471, robot_mode, normal, 
