05/04/2022 16:08:21: File Created!
05/04/2022 16:08:21:868, robot_pos_w_timestamp, 1649171210122, 612.91, 280.96, 203.72, 2.36, -0.03, 3.07, tool_force, -1.06, -0.51, -0.01, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 41.33, joints_pos, 23.52, 57.43, 0.96, -66.97, 2.87, 52.42, 67.18, tool_torque, -0.158, 0.279, 0.034, tool_momentum, -0.158, 0.278, 0.034, robot_mode, normal, 
05/04/2022 16:08:21:964, robot_pos_w_timestamp, 1649171210254, 613.39, 280.15, 202.6, 2.36, -0.03, 3.07, tool_force, -0.27, 0.72, 0.94, actual_rep, 1, curr_step, 2, track_size, 99, robot_vel, 17.51, joints_pos, 23.46, 57.55, 0.91, -66.94, 2.87, 52.33, 67.15, tool_torque, 0.131, 0.029, 0.121, tool_momentum, 0.132, 0.027, 0.122, robot_mode, normal, 
05/04/2022 16:08:22:145, robot_pos_w_timestamp, 1649171210404, 615.06, 274.18, 202.03, 2.35, -0.03, 3.08, tool_force, 0.2, 0.8, 0.1, actual_rep, 1, curr_step, 2, track_size, 99, robot_vel, 44.86, joints_pos, 23.12, 57.53, 0.69, -67.07, 2.7, 52.44, 67.01, tool_torque, 0.0, 0.095, 0.213, tool_momentum, -0.0060, 0.103, 0.213, robot_mode, normal, 
05/04/2022 16:08:22:266, robot_pos_w_timestamp, 1649171210552, 615.97, 268.3, 201.49, 2.35, -0.02, 3.08, tool_force, -0.5, 0.43, 0.19, actual_rep, 1, curr_step, 3, track_size, 99, robot_vel, 41.61, joints_pos, 22.79, 57.43, 0.56, -67.34, 2.24, 52.44, 67.25, tool_torque, -0.043, 0.195, 0.013, tool_momentum, -0.049, 0.197, 0.012, robot_mode, normal, 
05/04/2022 16:08:22:425, robot_pos_w_timestamp, 1649171210699, 616.94, 262.7, 200.91, 2.34, -0.01, 3.09, tool_force, -0.13, 0.42, 0.0, actual_rep, 1, curr_step, 4, track_size, 99, robot_vel, 50.01, joints_pos, 22.42, 57.37, 0.51, -67.55, 1.79, 52.52, 67.38, tool_torque, -0.051, 0.126, 0.086, tool_momentum, -0.024, 0.127, 0.086, robot_mode, normal, 
05/04/2022 16:08:22:601, robot_pos_w_timestamp, 1649171210852, 617.83, 256.86, 200.28, 2.34, -0.01, 3.09, tool_force, -0.34, 0.47, 0.19, actual_rep, 1, curr_step, 4, track_size, 99, robot_vel, 39.07, joints_pos, 21.94, 57.31, 0.55, -67.78, 1.49, 52.61, 67.23, tool_torque, 0.0040, -0.02, 0.272, tool_momentum, -0.0090, -0.014, 0.272, robot_mode, normal, 
05/04/2022 16:08:22:712, robot_pos_w_timestamp, 1649171210999, 618.71, 251.18, 199.78, 2.34, -0.01, 3.1, tool_force, -0.3, 0.88, 0.02, actual_rep, 1, curr_step, 5, track_size, 99, robot_vel, 43.7, joints_pos, 21.5, 57.22, 0.58, -68.04, 1.17, 52.56, 67.17, tool_torque, 0.17, -0.0030, 0.313, tool_momentum, 0.162, -0.0010, 0.312, robot_mode, normal, 
05/04/2022 16:08:22:881, robot_pos_w_timestamp, 1649171211149, 619.11, 245.37, 199.23, 2.33, 0.0, 3.1, tool_force, 0.25, 1.37, 0.58, actual_rep, 1, curr_step, 5, track_size, 99, robot_vel, 34.92, joints_pos, 21.01, 57.04, 0.58, -68.53, 0.81, 52.27, 67.16, tool_torque, 0.2, 0.065, 0.298, tool_momentum, 0.202, 0.056, 0.3, robot_mode, normal, 
05/04/2022 16:08:23:011, robot_pos_w_timestamp, 1649171211297, 619.54, 239.66, 198.8, 2.33, 0.0, 3.1, tool_force, 0.21, 0.96, -0.02, actual_rep, 1, curr_step, 6, track_size, 99, robot_vel, 37.97, joints_pos, 20.62, 56.91, 0.58, -68.85, 0.63, 52.21, 67.12, tool_torque, 0.24, -0.097, 0.349, tool_momentum, 0.241, -0.103, 0.35, robot_mode, normal, 
05/04/2022 16:08:23:167, robot_pos_w_timestamp, 1649171211447, 619.94, 233.85, 198.36, 2.32, 0.0, 3.11, tool_force, -0.23, 1.32, 0.47, actual_rep, 1, curr_step, 7, track_size, 99, robot_vel, 36.39, joints_pos, 20.15, 56.79, 0.59, -69.17, 0.44, 52.21, 67.05, tool_torque, 0.265, -0.038, 0.348, tool_momentum, 0.259, -0.028, 0.348, robot_mode, normal, 
05/04/2022 16:08:23:314, robot_pos_w_timestamp, 1649171211595, 620.08, 228.04, 198.07, 2.32, 0.0, 3.11, tool_force, 0.23, 1.19, 0.39, actual_rep, 1, curr_step, 7, track_size, 99, robot_vel, 41.4, joints_pos, 19.7, 56.63, 0.6, -69.53, 0.27, 52.21, 66.99, tool_torque, 0.226, -0.152, 0.365, tool_momentum, 0.208, -0.133, 0.36, robot_mode, normal, 
