30/03/2022 11:20:40: File Created!
30/03/2022 11:20:40:601, robot_pos_w_timestamp, 1648631955592, 541.93, 325.17, 192.03, 2.32, 0.05, 3.07, tool_force, -0.54, 0.19, 0.48, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 39.05, joints_pos, 45.8, 55.52, -23.3, -77.95, 23.56, 46.38, 63.64, tool_torque, 0.148, -0.309, 0.361, tool_momentum, 0.148, -0.308, 0.361, robot_mode, normal, 
30/03/2022 11:20:40:699, robot_pos_w_timestamp, 1648631955727, 541.94, 325.18, 192.05, 2.32, 0.05, 3.07, tool_force, -0.46, 0.12, 0.58, actual_rep, 1, curr_step, 2, track_size, 77, robot_vel, 0.03, joints_pos, 45.8, 55.52, -23.3, -77.95, 23.56, 46.38, 63.64, tool_torque, 0.128, -0.331, 0.379, tool_momentum, 0.128, -0.33, 0.378, robot_mode, normal, 
30/03/2022 11:20:40:857, robot_pos_w_timestamp, 1648631955878, 543.97, 321.48, 192.51, 2.32, 0.06, 3.07, tool_force, -0.51, -0.11, 0.21, actual_rep, 1, curr_step, 3, track_size, 77, robot_vel, 47.59, joints_pos, 45.72, 55.54, -23.73, -78.02, 23.46, 46.34, 63.87, tool_torque, 0.017, 0.0030, 0.051, tool_momentum, 0.0070, 0.053, 0.047, robot_mode, normal, 
30/03/2022 11:20:41:000, robot_pos_w_timestamp, 1648631956025, 546.61, 315.89, 193.18, 2.3, 0.07, 3.07, tool_force, 0.45, 0.54, 0.62, actual_rep, 1, curr_step, 3, track_size, 77, robot_vel, 45.99, joints_pos, 45.56, 55.52, -24.2, -78.16, 23.52, 46.31, 64.08, tool_torque, 0.189, -0.192, 0.037, tool_momentum, 0.18, -0.163, 0.037, robot_mode, normal, 
30/03/2022 11:20:41:153, robot_pos_w_timestamp, 1648631956176, 549.07, 310.18, 193.92, 2.29, 0.07, 3.07, tool_force, 0.02, 0.27, 0.13, actual_rep, 1, curr_step, 4, track_size, 77, robot_vel, 40.15, joints_pos, 45.48, 55.51, -24.8, -78.33, 23.53, 46.27, 64.41, tool_torque, 0.242, -0.293, 0.064, tool_momentum, 0.25, -0.313, 0.064, robot_mode, normal, 
30/03/2022 11:20:41:300, robot_pos_w_timestamp, 1648631956326, 551.57, 304.27, 194.67, 2.27, 0.08, 3.07, tool_force, 0.5, 0.52, 0.34, actual_rep, 1, curr_step, 4, track_size, 77, robot_vel, 43.87, joints_pos, 45.41, 55.51, -25.44, -78.5, 23.61, 46.24, 64.73, tool_torque, 0.265, -0.252, 0.039, tool_momentum, 0.254, -0.237, 0.037, robot_mode, normal, 
30/03/2022 11:20:41:458, robot_pos_w_timestamp, 1648631956474, 553.84, 298.5, 195.34, 2.26, 0.09, 3.07, tool_force, 0.16, 0.3, 0.25, actual_rep, 1, curr_step, 5, track_size, 77, robot_vel, 39.75, joints_pos, 45.33, 55.51, -26.06, -78.68, 23.7, 46.23, 65.03, tool_torque, 0.265, -0.365, 0.06, tool_momentum, 0.267, -0.364, 0.06, robot_mode, normal, 
30/03/2022 11:20:41:602, robot_pos_w_timestamp, 1648631956623, 556.07, 292.68, 195.98, 2.24, 0.1, 3.07, tool_force, 0.23, 0.16, 0.25, actual_rep, 1, curr_step, 5, track_size, 77, robot_vel, 42.05, joints_pos, 45.26, 55.52, -26.67, -78.86, 23.76, 46.21, 65.36, tool_torque, 0.189, -0.26, 0.037, tool_momentum, 0.184, -0.25, 0.036, robot_mode, normal, 
30/03/2022 11:20:41:754, robot_pos_w_timestamp, 1648631956773, 558.15, 286.99, 196.55, 2.23, 0.1, 3.07, tool_force, 0.53, 0.26, 0.31, actual_rep, 1, curr_step, 6, track_size, 77, robot_vel, 39.38, joints_pos, 45.15, 55.53, -27.24, -79.03, 23.8, 46.21, 65.7, tool_torque, 0.184, -0.279, 0.034, tool_momentum, 0.185, -0.278, 0.034, robot_mode, normal, 
30/03/2022 11:20:41:901, robot_pos_w_timestamp, 1648631956921, 560.15, 281.15, 197.21, 2.22, 0.11, 3.07, tool_force, 0.29, 0.08, -0.12, actual_rep, 1, curr_step, 6, track_size, 77, robot_vel, 45.58, joints_pos, 45.05, 55.53, -27.8, -79.21, 23.84, 46.21, 66.01, tool_torque, 0.153, -0.315, 0.042, tool_momentum, 0.151, -0.309, 0.042, robot_mode, normal, 
30/03/2022 11:20:42:058, robot_pos_w_timestamp, 1648631957071, 561.99, 275.38, 197.76, 2.2, 0.11, 3.08, tool_force, 0.55, 0.06, 0.15, actual_rep, 1, curr_step, 7, track_size, 77, robot_vel, 42.64, joints_pos, 44.94, 55.53, -28.34, -79.41, 23.88, 46.21, 66.33, tool_torque, 0.164, -0.346, 0.033, tool_momentum, 0.161, -0.329, 0.031, robot_mode, normal, 
30/03/2022 11:20:42:209, robot_pos_w_timestamp, 1648631957222, 563.69, 269.55, 198.3, 2.19, 0.12, 3.08, tool_force, 0.21, 0.15, 0.12, actual_rep, 1, curr_step, 7, track_size, 77, robot_vel, 40.94, joints_pos, 44.82, 55.53, -28.86, -79.62, 23.91, 46.21, 66.63, tool_torque, 0.192, -0.429, 0.06, tool_momentum, 0.192, -0.429, 0.06, robot_mode, normal, 
30/03/2022 11:20:42:364, robot_pos_w_timestamp, 1648631957374, 565.38, 263.66, 198.85, 2.17, 0.13, 3.08, tool_force, 0.34, 0.11, 0.25, actual_rep, 1, curr_step, 8, track_size, 77, robot_vel, 38.39, joints_pos, 44.67, 55.52, -29.37, -79.82, 23.93, 46.22, 66.94, tool_torque, 0.144, -0.344, 0.051, tool_momentum, 0.152, -0.38, 0.052, robot_mode, normal, 
30/03/2022 11:20:42:512, robot_pos_w_timestamp, 1648631957525, 566.83, 257.78, 199.5, 2.16, 0.13, 3.08, tool_force, 0.38, 0.05, 0.24, actual_rep, 1, curr_step, 8, track_size, 77, robot_vel, 43.79, joints_pos, 44.53, 55.49, -29.86, -80.05, 23.95, 46.23, 67.22, tool_torque, 0.143, -0.472, 0.057, tool_momentum, 0.145, -0.466, 0.056, robot_mode, normal, 
30/03/2022 11:20:42:663, robot_pos_w_timestamp, 1648631957677, 568.23, 251.87, 200.22, 2.14, 0.14, 3.08, tool_force, 0.47, 0.03, 0.19, actual_rep, 1, curr_step, 8, track_size, 77, robot_vel, 37.8, joints_pos, 44.4, 55.46, -30.34, -80.28, 23.96, 46.23, 67.49, tool_torque, 0.123, -0.473, 0.05, tool_momentum, 0.123, -0.472, 0.05, robot_mode, normal, 
30/03/2022 11:20:42:848, robot_pos_w_timestamp, 1648631957829, 569.49, 246.07, 200.98, 2.13, 0.14, 3.08, tool_force, 0.58, 0.03, 0.15, actual_rep, 1, curr_step, 9, track_size, 77, robot_vel, 43.97, joints_pos, 44.28, 55.42, -30.83, -80.53, 23.98, 46.23, 67.77, tool_torque, 0.123, -0.491, 0.062, tool_momentum, 0.123, -0.477, 0.062, robot_mode, normal, 
