05/04/2022 16:11:03: File Created!
05/04/2022 16:11:03:865, robot_pos_w_timestamp, 1649171371828, 612.89, 280.95, 203.72, 2.36, -0.03, 3.07, tool_force, -0.64, -0.38, -0.11, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 37.91, joints_pos, 23.18, 57.44, 1.57, -66.97, 2.22, 52.41, 67.53, tool_torque, -0.09, 0.123, 0.274, tool_momentum, -0.09, 0.124, 0.274, robot_mode, normal, 
05/04/2022 16:11:03:945, robot_pos_w_timestamp, 1649171371945, 612.79, 280.86, 202.95, 2.36, -0.03, 3.07, tool_force, -1.21, -0.95, -0.24, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 4.35, joints_pos, 23.18, 57.51, 1.57, -66.96, 2.22, 52.4, 67.53, tool_torque, -0.176, 0.276, 0.209, tool_momentum, -0.188, 0.28, 0.208, robot_mode, normal, 
05/04/2022 16:11:04:090, robot_pos_w_timestamp, 1649171372097, 614.58, 275.78, 202.19, 2.36, -0.03, 3.07, tool_force, -1.49, 0.09, 0.42, actual_rep, 1, curr_step, 2, track_size, 99, robot_vel, 41.6, joints_pos, 22.87, 57.54, 1.35, -67.02, 2.18, 52.43, 67.4, tool_torque, -0.034, 0.279, 0.312, tool_momentum, -0.026, 0.273, 0.312, robot_mode, normal, 
05/04/2022 16:11:04:244, robot_pos_w_timestamp, 1649171372249, 615.67, 270.26, 201.64, 2.35, -0.02, 3.08, tool_force, -1.14, 0.4, 0.27, actual_rep, 1, curr_step, 3, track_size, 99, robot_vel, 38.17, joints_pos, 22.55, 57.47, 1.24, -67.26, 1.67, 52.43, 67.58, tool_torque, -0.038, 0.34, 0.044, tool_momentum, -0.028, 0.322, 0.044, robot_mode, normal, 
05/04/2022 16:11:04:546, robot_pos_w_timestamp, 1649171372551, 617.52, 258.74, 200.48, 2.34, -0.01, 3.09, tool_force, 0.15, 0.89, 0.25, actual_rep, 1, curr_step, 4, track_size, 99, robot_vel, 41.85, joints_pos, 21.74, 57.34, 1.17, -67.7, 0.94, 52.6, 67.64, tool_torque, 0.018, 0.022, 0.255, tool_momentum, 0.015, 0.024, 0.257, robot_mode, normal, 
05/04/2022 16:11:04:695, robot_pos_w_timestamp, 1649171372701, 618.38, 252.95, 199.93, 2.34, -0.01, 3.1, tool_force, 0.35, 0.97, 0.16, actual_rep, 1, curr_step, 5, track_size, 99, robot_vel, 38.89, joints_pos, 21.26, 57.27, 1.23, -67.93, 0.6, 52.67, 67.56, tool_torque, 0.146, -0.157, 0.373, tool_momentum, 0.151, -0.158, 0.374, robot_mode, normal, 
05/04/2022 16:11:04:849, robot_pos_w_timestamp, 1649171372856, 619.09, 247.12, 199.35, 2.33, -0.01, 3.1, tool_force, 0.06, 1.15, 0.04, actual_rep, 1, curr_step, 5, track_size, 99, robot_vel, 38.16, joints_pos, 20.82, 57.12, 1.23, -68.34, 0.27, 52.36, 67.55, tool_torque, 0.271, -0.107, 0.361, tool_momentum, 0.259, -0.094, 0.36, robot_mode, normal, 
05/04/2022 16:11:04:997, robot_pos_w_timestamp, 1649171373004, 619.39, 241.34, 198.91, 2.33, 0.0, 3.1, tool_force, -0.08, 1.33, 0.32, actual_rep, 1, curr_step, 6, track_size, 99, robot_vel, 40.14, joints_pos, 20.39, 56.95, 1.23, -68.74, 0.0, 52.23, 67.54, tool_torque, 0.231, 0.033, 0.353, tool_momentum, 0.228, 0.043, 0.353, robot_mode, normal, 
05/04/2022 16:11:05:150, robot_pos_w_timestamp, 1649171373158, 619.79, 235.54, 198.49, 2.33, 0.0, 3.11, tool_force, 0.66, 1.37, 0.36, actual_rep, 1, curr_step, 6, track_size, 99, robot_vel, 38.16, joints_pos, 19.93, 56.83, 1.23, -69.07, -0.2, 52.23, 67.49, tool_torque, 0.296, -0.183, 0.424, tool_momentum, 0.295, -0.177, 0.424, robot_mode, normal, 
05/04/2022 16:11:05:302, robot_pos_w_timestamp, 1649171373308, 620.1, 229.75, 198.12, 2.32, 0.0, 3.11, tool_force, 0.13, 1.34, 0.24, actual_rep, 1, curr_step, 7, track_size, 99, robot_vel, 39.57, joints_pos, 19.47, 56.7, 1.24, -69.4, -0.38, 52.23, 67.43, tool_torque, 0.268, -0.128, 0.42, tool_momentum, 0.274, -0.137, 0.42, robot_mode, normal, 
05/04/2022 16:11:05:452, robot_pos_w_timestamp, 1649171373461, 620.12, 223.97, 197.91, 2.32, 0.0, 3.11, tool_force, -0.05, 1.14, 0.35, actual_rep, 1, curr_step, 7, track_size, 99, robot_vel, 37.6, joints_pos, 19.02, 56.53, 1.24, -69.76, -0.52, 52.25, 67.34, tool_torque, 0.199, -0.123, 0.415, tool_momentum, 0.191, -0.116, 0.411, robot_mode, normal, 
