14/06/2022 11:35:06:916, robot_pos, 1655202777669, 613.85, -94.14, 298.81, 2.34, 0.01, 3.1, circuit_pos, 614.3, -90.51, 297.41, 2.34, 0.0, 3.1, tool_force, -1.19, 1.26, 8.3, actual_rep, 1, curr_step, 1, track_size, 72, robot_vel, 0.0, joints_pos, 1.64, 44.4, -16.99, -77.79, 15.84, 58.2, 27.14, tool_torque, 0.12, -0.128, 0.202, joint_torque, 0.18, 4.96, 0.48, -2.13, 0.13, -0.25, 0.14, robot_mode, normal, 
14/06/2022 11:35:07:077, robot_pos, 1655202777792, 613.41, -94.08, 298.07, 2.34, 0.01, 3.1, circuit_pos, 615.03, -85.14, 296.67, 2.36, 0.0, 3.09, tool_force, -2.64, 6.0, -18.23, actual_rep, 1, curr_step, 2, track_size, 72, robot_vel, 3.44, joints_pos, 1.64, 44.41, -16.97, -77.89, 15.84, 58.12, 27.14, tool_torque, -0.151, -0.114, 0.206, joint_torque, 0.62, -12.68, -0.71, 6.42, 0.78, 0.45, 0.02, robot_mode, normal, 
14/06/2022 11:35:07:180, robot_pos, 1655202777940, 614.55, -89.56, 295.92, 2.34, 0.0, 3.1, circuit_pos, 616.23, -78.75, 296.86, 2.37, 0.0, 3.09, tool_force, 1.27, 1.49, -23.01, actual_rep, 1, curr_step, 3, track_size, 72, robot_vel, 31.07, joints_pos, 1.77, 44.69, -16.66, -77.68, 16.08, 58.4, 27.25, tool_torque, -0.151, -0.027, 0.02, joint_torque, 1.18, -13.78, -0.87, 7.58, 0.51, -0.06, -0.02, robot_mode, normal, 
14/06/2022 11:35:07:324, robot_pos, 1655202778088, 615.82, -83.95, 295.63, 2.36, 0.0, 3.1, circuit_pos, 616.23, -78.75, 296.86, 2.37, 0.0, 3.09, tool_force, -1.08, 1.3, -21.66, actual_rep, 1, curr_step, 3, track_size, 72, robot_vel, 39.16, joints_pos, 2.13, 44.73, -16.46, -77.61, 16.17, 58.37, 26.89, tool_torque, 0.053, 0.064, 0.218, joint_torque, -0.06, -13.23, -1.57, 7.83, 0.33, -0.23, 0.22, robot_mode, normal, 
14/06/2022 11:35:07:479, robot_pos, 1655202778236, 616.55, -78.3, 295.79, 2.37, 0.0, 3.09, circuit_pos, 617.78, -71.85, 297.69, 2.37, -0.01, 3.09, tool_force, -3.09, 1.93, -21.23, actual_rep, 1, curr_step, 4, track_size, 72, robot_vel, 39.6, joints_pos, 2.55, 44.71, -16.39, -77.6, 16.45, 58.44, 26.71, tool_torque, -0.453, -0.03, 0.062, joint_torque, -0.11, -12.96, -1.41, 7.9, 0.44, -0.49, 0.07, robot_mode, normal, 
14/06/2022 11:35:07:654, robot_pos, 1655202778384, 617.71, -72.49, 296.16, 2.37, -0.01, 3.09, circuit_pos, 619.15, -64.3, 298.91, 2.37, -0.01, 3.09, tool_force, -1.14, 0.14, -20.82, actual_rep, 1, curr_step, 5, track_size, 72, robot_vel, 41.05, joints_pos, 3.04, 44.76, -16.39, -77.45, 16.62, 58.64, 27.02, tool_torque, -0.485, 0.11, -0.151, joint_torque, -0.74, -12.97, -1.73, 7.61, 0.33, -0.44, -0.14, robot_mode, normal, 
14/06/2022 11:35:07:773, robot_pos, 1655202778532, 618.77, -66.84, 296.83, 2.37, -0.01, 3.09, circuit_pos, 620.04, -56.04, 300.07, 2.37, -0.01, 3.09, tool_force, -1.27, 0.8, -20.98, actual_rep, 1, curr_step, 6, track_size, 72, robot_vel, 38.05, joints_pos, 3.56, 44.77, -16.42, -77.32, 16.7, 58.81, 27.48, tool_torque, -0.654, 0.066, -0.213, joint_torque, -0.67, -13.2, -1.6, 7.6, 0.34, -0.41, -0.18, robot_mode, normal, 
14/06/2022 11:35:07:925, robot_pos, 1655202778683, 619.55, -60.93, 297.52, 2.37, -0.01, 3.09, circuit_pos, 620.58, -46.71, 300.66, 2.36, -0.01, 3.09, tool_force, -1.51, 1.2, -20.72, actual_rep, 1, curr_step, 7, track_size, 72, robot_vel, 46.86, joints_pos, 4.11, 44.74, -16.44, -77.26, 16.71, 58.9, 27.99, tool_torque, -0.663, 0.079, -0.22, joint_torque, -0.48, -13.1, -1.49, 7.7, 0.37, -0.48, -0.18, robot_mode, normal, 
14/06/2022 11:35:08:074, robot_pos, 1655202778830, 620.12, -55.19, 298.13, 2.37, -0.01, 3.09, circuit_pos, 620.58, -46.71, 300.66, 2.36, -0.01, 3.09, tool_force, -1.64, 0.91, -20.93, actual_rep, 1, curr_step, 7, track_size, 72, robot_vel, 39.31, joints_pos, 4.66, 44.7, -16.46, -77.24, 16.71, 58.95, 28.69, tool_torque, -0.691, 0.198, -0.238, joint_torque, -0.49, -13.36, -1.4, 7.86, 0.43, -0.41, -0.19, robot_mode, normal, 
14/06/2022 11:35:08:224, robot_pos, 1655202778979, 620.5, -49.4, 298.53, 2.36, -0.01, 3.09, circuit_pos, 621.1, -36.42, 300.61, 2.35, -0.02, 3.09, tool_force, -1.38, 1.34, -20.91, actual_rep, 1, curr_step, 8, track_size, 72, robot_vel, 37.64, joints_pos, 5.19, 44.66, -16.47, -77.25, 16.71, 58.99, 29.49, tool_torque, -0.64, 0.192, -0.235, joint_torque, -0.37, -13.23, -1.36, 7.86, 0.4, -0.44, -0.2, robot_mode, normal, 
